lat,lon,t_mean_c,heat_days,ice_days,wind_speed
49.9,-8.2,12.1,0.4,0,4.6
49.9,-7.7,12.1,0.4,0,4.6
49.9,-7.2,12.1,0.4,0,4.6
49.9,-6.7,12.1,0.4,0,4.6
49.9,-6.2,12.1,0.4,0,4.6
49.9,-5.7,12.1,0.4,0,4.6
49.9,-5.2,12.1,0.4,0,4.6
49.9,-4.7,12.1,0.4,0,4.6
49.9,-4.2,12.1,0.4,0,4.6
49.9,-3.7,12.1,0.4,0,4.6
49.9,-3.2,12.1,0.4,0,4.6
49.9,-2.7,12.1,0.4,0,4.6
49.9,-2.2,12.1,0.4,0,4.6
49.9,-1.7,12.1,0.4,0,4.6
49.9,-1.2,12.1,0.4,0,4.6
49.9,-0.7,12.1,0.4,0,4.6
49.9,-0.2,12.1,0.4,0,4.6
49.9,0.3,12.1,0.4,0,4.6
49.9,0.8,12.1,0.4,0,4.6
49.9,1.3,12.1,0.4,0,4.6
49.9,1.8,12.1,0.4,0,4.6
50.4,-8.2,11.8,0,0,4.6
50.4,-7.7,11.8,0,0,4.6
50.4,-7.2,11.8,0,0,4.6
50.4,-6.7,11.8,0,0,4.6
50.4,-6.2,11.8,0,0,4.6
50.4,-5.7,11.8,0,0,4.6
50.4,-5.2,11.8,0,0,4.6
50.4,-4.7,11.8,0,0,4.6
50.4,-4.2,11.8,0,0,4.6
50.4,-3.7,11.8,0,0,4.6
50.4,-3.2,11.8,0,0,4.6
50.4,-2.7,11.8,0,0,4.6
50.4,-2.2,11.8,0,0,4.6
50.4,-1.7,11.8,0,0,4.6
50.4,-1.2,11.8,0,0,4.6
50.4,-0.7,11.8,0,0,4.6
50.4,-0.2,11.8,0,0,4.6
50.4,0.3,11.8,0,0,4.6
50.4,0.8,11.8,0,0,4.6
50.4,1.3,11.8,0,0,4.6
50.4,1.8,11.8,0,0,4.6
50.9,-8.2,11.5,0,0,4.6
50.9,-7.7,11.5,0,0,4.6
50.9,-7.2,11.5,0,0,4.6
50.9,-6.7,11.5,0,0,4.6
50.9,-6.2,11.5,0,0,4.6
50.9,-5.7,11.5,0,0,4.6
50.9,-5.2,11.5,0,0,4.6
50.9,-4.7,11.5,0,0,4.6
50.9,-4.2,11.5,0,0,4.6
50.9,-3.7,11.5,0,0,4.6
50.9,-3.2,11.5,0,0,4.6
50.9,-2.7,11.5,0,0,4.6
50.9,-2.2,11.5,0,0,4.6
50.9,-1.7,11.5,0,0,4.6
50.9,-1.2,11.5,0,0,4.6
50.9,-0.7,11.5,0,0,4.6
50.9,-0.2,11.5,0,0,4.6
50.9,0.3,11.5,0,0,4.6
50.9,0.8,11.5,0,0,4.6
50.9,1.3,11.5,0,0,4.6
50.9,1.8,11.5,0,0,4.6
51.4,-8.2,11.2,0,0,4.6
51.4,-7.7,11.2,0,0,4.6
51.4,-7.2,11.2,0,0,4.6
51.4,-6.7,11.2,0,0,4.6
51.4,-6.2,11.2,0,0,4.6
51.4,-5.7,11.2,0,0,4.6
51.4,-5.2,11.2,0,0,4.6
51.4,-4.7,11.2,0,0,4.6
51.4,-4.2,11.2,0,0,4.6
51.4,-3.7,11.2,0,0,4.6
51.4,-3.2,11.2,0,0,4.6
51.4,-2.7,11.2,0,0,4.6
51.4,-2.2,11.2,0,0,4.6
51.4,-1.7,11.2,0,0,4.6
51.4,-1.2,11.2,0,0,4.6
51.4,-0.7,11.2,0,0,4.6
51.4,-0.2,11.2,0,0,4.6
51.4,0.3,11.2,0,0,4.6
51.4,0.8,11.2,0,0,4.6
51.4,1.3,11.2,0,0,4.6
51.4,1.8,11.2,0,0,4.6
51.9,-8.2,10.9,0,0,4.6
51.9,-7.7,10.9,0,0,4.6
51.9,-7.2,10.9,0,0,4.6
51.9,-6.7,10.9,0,0,4.6
51.9,-6.2,10.9,0,0,4.6
51.9,-5.7,10.9,0,0,4.6
